"","lon","lat"
"1",-74.0059728,40.7127753
"2",-94.5785667,39.0997265
"4",-76.7904649,34.7338733
"5",-79.3831843,43.653226
"6",-77.0368707,38.9071923
"7",33.429859,35.126413
"8",-95.712891,37.09024
"9",11.5819805,48.1351253
"10",133.775136,-25.274398
"11",-122.2711137,37.8043637
"13",-82.907123,40.4172871
"15",8.8583309,9.8965273
"17",-123.1987163,45.2101162
"18",-86.902298,32.3182314
"19",-112.3679279,33.6292337
"20",-74.0059728,40.7127753
"21",-95.712891,37.09024
"22",-106.2800242,43.4113604
"23",-73.567256,45.5016889
"25",-93.2650108,44.977753
"26",-80.1917902,25.7616798
"30",-81.4306642,31.805769
"31",-95.712891,37.09024
"32",-87.9064736,43.0389025
"34",-99.9018131,31.9685988
"35",77.2090212,28.6139391
"36",-74.0059728,40.7127753
"37",-96.7969879,32.7766642
"38",-85.7584557,38.2526647
"39",-109.5453447,31.3445471
"40",-81.3875817,30.1774649
"41",-90.1994042,38.6270025
"43",-75.9413327,39.6001132
"44",-94.9027002,29.383845
"45",-95.712891,37.09024
"46",-99.9018131,31.9685988
"47",8.227512,46.818188
"48",-80.8431267,35.2270869
"49",-82.5196037,40.0681192
"50",-79.3831843,43.653226
"51",-99.9018131,31.9685988
"53",-73.087749,41.6032207
"54",-89.3985283,40.6331249
"55",-95.712891,37.09024
"56",-74.0059728,40.7127753
"57",-112.0740373,33.4483771
"58",-75.1652215,39.9525839
"59",-79.946967,36.0735529
"60",-83.9207392,35.9606384
"61",-77.1945247,41.2033216
"62",-84.3879824,33.7489954
"63",-77.0044398,38.8906424
"64",-77.0441143,35.108493
"65",-95.712891,37.09024
"67",-99.9018131,31.9685988
"68",-95.712891,37.09024
"69",-95.712891,37.09024
"70",-89.3985283,40.6331249
"71",-106.346771,56.130366
"72",103.819836,1.352083
"73",-81.4586015,43.980329
"75",-95.712891,37.09024
"76",-95.712891,37.09024
"77",-73.8648268,40.8447819
"78",-80.8431267,35.2270869
"79",-117.1610838,32.715738
"80",-99.9018131,31.9685988
"81",-74.4056612,40.0583238
"82",-87.6297982,41.8781136
"83",-82.3540178,31.2135511
"84",-81.3792365,28.5383355
"86",-71.0096381,42.3656398
"87",-119.4179324,36.778261
"88",-74.0059728,40.7127753
"89",-95.712891,37.09024
"90",-80.8075537,28.6122187
"91",-81.6943605,41.49932
"93",-95.712891,37.09024
"95",-94.5165913,32.3159894
"96",-95.712891,37.09024
"97",-117.7499909,34.055103
"98",-74.0059728,40.7127753
"99",-87.8211854,42.5847425
"101",-81.3792365,28.5383355
"102",-82.8309861,36.1631574
"103",-95.712891,37.09024
"104",-71.7147951,10.6544509
"105",-70.6722767,42.0417525
"106",-95.712891,37.09024
"107",-97.5087365,25.9434529
"108",-80.1917902,25.7616798
"109",-120.7401385,47.7510741
"110",-74.0059728,40.7127753
"111",-72.6850932,41.7637111
"112",-95.712891,37.09024
"113",-94.5785667,39.0997265
"114",-94.5785667,39.0997265
"115",-81.1637245,33.836081
"117",-95.4624295,32.656913
"118",-81.3792365,28.5383355
"119",-90.0489801,35.1495343
"120",-83.0197279,40.0016576
"121",-85.7584557,38.2526647
"122",-73.9441579,40.6781784
"123",77.2090212,28.6139391
