"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @CDCFlu: Question: When will flu season end? Answer:  influenza-like-illness has peaked and is declining, but some activity will likely…",FALSE,0,NA,2018-03-08 06:24:27,FALSE,NA,"971632721129889793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SwannDives",32,TRUE,FALSE,NA,NA
"2","Just peed my pants while puking. Flu life is fabulous.",FALSE,0,NA,2018-03-08 06:21:47,FALSE,NA,"971632048854183936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","meg_fairless",0,FALSE,FALSE,NA,NA
"3","What is Fleshers Flu and how can you avoid it - https://t.co/iUcRhdASgf",FALSE,0,NA,2018-03-08 06:21:29,FALSE,NA,"971631976204656640",NA,"<a href=""http://healthtreatment.1syn.info/"" rel=""nofollow"">Psycho Ooooo</a>","NeofletperMaifl",0,FALSE,FALSE,NA,NA
"4","Universal jab NEEDED! Flu pandemic could strike TOMORROW killing 300million, says expert THE NEWS - GROUP OF WORLD… https://t.co/eQPGilpiYP",FALSE,0,NA,2018-03-08 06:21:13,TRUE,NA,"971631906625343488",NA,"<a href=""http://newsgw.com"" rel=""nofollow"">news323</a>","newsgwcom",0,FALSE,FALSE,NA,NA
"5","Ok, I’m going to just flat out say it. Fuck this year’s flu.

Over the past 72 hours, *after* being done with presc… https://t.co/YG0vXgRRr5",FALSE,0,NA,2018-03-08 06:19:20,TRUE,NA,"971631434598318081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","evilgjb",0,FALSE,FALSE,NA,NA
"6","RT @CDCFlu: #WellnessWednesday: Remind children to cover coughs &amp; sneezes and wash hands often to help stop the spread of germs. https://t.…",FALSE,0,NA,2018-03-08 06:18:47,FALSE,NA,"971631297218076673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peejayreyes",65,TRUE,FALSE,NA,NA
"7","RT @GezusAdam: Ma’am it’s flu season chill out https://t.co/59Nty8noM5",FALSE,0,NA,2018-03-08 06:17:05,FALSE,NA,"971630865674571777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","issacanaya",9,TRUE,FALSE,NA,NA
"8","@Cyn_Santana I’m up with you. I have the flu and strep throat at the same time <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BE><ed><U+00B4><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><U+200D><U+2640><U+FE0F>",FALSE,0,"Cyn_Santana",2018-03-08 06:15:16,FALSE,"971629381599858688","971630408264749057","30892248","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bludestiny",0,FALSE,FALSE,NA,NA
"9","RT @BCPowders: Got the flu? Can't take the day off? Shake off symptoms with #BCsinus for a quick comeback! https://t.co/O9EcufNoac",FALSE,0,NA,2018-03-08 06:14:41,FALSE,NA,"971630263431254017",NA,"<a href=""http://www.socialtoaster.com"" rel=""nofollow"">SocialToaster</a>","King_48Fan",3,TRUE,FALSE,NA,NA
"10","RT @DilaraEsengil: Imagine a world where we are free from tyranny, slavery, yearly flu viruses, poisons in our food and water, media lies,…",FALSE,0,NA,2018-03-08 06:12:36,FALSE,NA,"971629737712865281",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","fitzie63",3,TRUE,FALSE,NA,NA
"11","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-08 06:10:09,FALSE,NA,"971629121188048896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nstor_jimne",162,TRUE,FALSE,NA,NA
"12","If I have a cold/flu I’m gonna be pissed. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,0,NA,2018-03-08 06:10:00,FALSE,NA,"971629084806647808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeonteRogers1",0,FALSE,FALSE,NA,NA
"13","I just made myself bowl of oatmeal with strawberry and banana because my legs almost won’t hold me up from this damn flu’s loss of appetite",FALSE,0,NA,2018-03-08 06:02:50,FALSE,NA,"971627283034378241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vlntno01",0,FALSE,FALSE,NA,NA
"14","How To Recover Your Singing Voice After A Cold, Flu, Or Sickness (Fast) --&gt; https://t.co/8L5CDrf5AH",FALSE,0,NA,2018-03-08 06:01:59,FALSE,NA,"971627069481381888",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","OmariMC",0,FALSE,FALSE,NA,NA
"15","Thank you Jesus,this flu is gone",FALSE,0,NA,2018-03-08 06:01:09,FALSE,NA,"971626858671431680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shawnabop88",0,FALSE,FALSE,NA,NA
"16","I literally went to the doctors because I have the flu and I ended up having to get my titties out. WHERES MY TIP DR CHENG",FALSE,1,NA,2018-03-08 06:00:54,FALSE,NA,"971626796088098817",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kaylah_ilett",0,FALSE,FALSE,NA,NA
"17","RT @NBCNewsTHINK: Why get a flu vaccination that doesn’t always prevent the flu? A lot of reasons, as it turns out.

@tarahaelle explains w…",FALSE,0,NA,2018-03-08 06:00:12,FALSE,NA,"971626619654766592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","padakitty",3,TRUE,FALSE,NA,NA
"18","@Nelstar15 WebMD says it's Swine Flu",FALSE,1,"Nelstar15",2018-03-08 05:59:59,FALSE,"971626368378130432","971626563010691072","217443841","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PaperBatVG",0,FALSE,FALSE,NA,NA
"19","RT @RachelJuly16: Flu shots are proven to cause death every single day. #UnleashTheTwitterTrolls",FALSE,0,NA,2018-03-08 05:59:13,FALSE,NA,"971626371423391746",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Selinacandygirl",3,TRUE,FALSE,NA,NA
"20","RT @GezusAdam: Ma’am it’s flu season chill out https://t.co/59Nty8noM5",FALSE,0,NA,2018-03-08 05:58:47,FALSE,NA,"971626260525756416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","faaaalicityy",9,TRUE,FALSE,NA,NA
"21","This season's flu shot aimed at those at highest risk of complications - British Colu… https://t.co/NLLtOLeVMJ <U+279C>… https://t.co/1hd3vEPPdO",FALSE,0,NA,2018-03-08 05:58:04,TRUE,NA,"971626083194949632",NA,"<a href=""http://ruebot.net"" rel=""nofollow"">cbc_diff</a>","cbc_diff",0,FALSE,FALSE,NA,NA
"22","According to this google shit the amount of mercury contained in a multidose flu shot is way higher than the maximu… https://t.co/CKfL8Hb7Sr",FALSE,0,NA,2018-03-08 05:57:56,TRUE,NA,"971626049934159872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rozegoldflame",0,FALSE,FALSE,NA,NA
"23","RT @jeffmyers01: #CDC Deadly flu vaccines exposed by missing Atlanta #CDC doctor before coming up missing! Don't take the deadly flu shots!…",FALSE,0,NA,2018-03-08 05:57:08,FALSE,NA,"971625848389427200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rachel_poynor",31,TRUE,FALSE,NA,NA
"24","What should my lie for not coming to work tomorrow be? I’ve already had the flu. Need answers by 8A. Thanks <ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",FALSE,0,NA,2018-03-08 05:56:14,FALSE,NA,"971625618868785152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","awkwardly_ashD",0,FALSE,FALSE,NA,NA
"25","RT @GezusAdam: Ma’am it’s flu season chill out https://t.co/59Nty8noM5",FALSE,0,NA,2018-03-08 05:56:00,FALSE,NA,"971625563688353792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","charrrelly",9,TRUE,FALSE,NA,NA
"26","RT @GezusAdam: Ma’am it’s flu season chill out https://t.co/59Nty8noM5",FALSE,0,NA,2018-03-08 05:55:04,FALSE,NA,"971625327083511809",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marissathemoon",9,TRUE,FALSE,NA,NA
"27","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-08 05:54:29,FALSE,NA,"971625178156470272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brindisi",162,TRUE,FALSE,NA,NA
"28","Arriving at the end of three days of stomach flu in our household, this description of contents couldn’t be more ap… https://t.co/9MvNF79mm2",FALSE,0,NA,2018-03-08 05:53:01,TRUE,NA,"971624811289030656",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","jc_parsons",0,FALSE,FALSE,NA,NA
"29","Town, NY - ( SBWIRE) - 09/01/2017 - Flu, ordinarily recognized as grippe, is a respiratory disorderliness caused ne… https://t.co/XQQXIdR9fX",FALSE,0,NA,2018-03-08 05:52:42,TRUE,NA,"971624730213126149",NA,"<a href=""http://therapist.50r.in/"" rel=""nofollow"">Amanda Bailliard</a>","angelhellf",0,FALSE,FALSE,NA,NA
"30","the flu has come for me... and i am sad to report, i have answered the door for flu.

goodbye twitter, world.",FALSE,0,NA,2018-03-08 05:52:39,FALSE,NA,"971624720033460225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reina_it_in",0,FALSE,FALSE,NA,NA
"31","RT @TEDTalks: ""The seasonal flu is probably the biggest driver of antibiotic use."" The coming crisis in antibiotics: https://t.co/kjztQuLd8N",FALSE,0,NA,2018-03-08 05:51:28,FALSE,NA,"971624419910176769",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarkOorbeek",77,TRUE,FALSE,NA,NA
"32","RT @eemanabbasi: name someone more dramatic than a man w the flu https://t.co/4gaDASGEU3",FALSE,0,NA,2018-03-08 05:51:15,FALSE,NA,"971624364956270592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kimberlyrioss",181,TRUE,FALSE,NA,NA
"33","RT @WebMD: Amid signs that the brutal flu season is finally easing, hospitalizations for the flu continue to rise. What you should know: ht…",FALSE,0,NA,2018-03-08 05:51:03,FALSE,NA,"971624315429953536",NA,"<a href=""http://www.google.com"" rel=""nofollow"">maureenwiscountApplicationABC1</a>","maureenwiscount",36,TRUE,FALSE,NA,NA
"34","#realDonaldTrump's DOJ goes after Wisconsin county for pushing nurse assistant to get flu shot against her 'sincere… https://t.co/wQAl9fNB4p",FALSE,0,NA,2018-03-08 05:50:58,TRUE,NA,"971624295003664384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jeffreymmiller",0,FALSE,FALSE,NA,NA
"35","RT @LotusOak: #STUDY: #Flu #Vaccine Associated w/ Spontaneous Abortion in #Pregnant Women

https://t.co/94Qe2nKIbR
#VaccineInjury https://t…",FALSE,0,NA,2018-03-08 05:50:45,FALSE,NA,"971624239387246592",NA,"<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix for Android</a>","hallogator",16,TRUE,FALSE,NA,NA
"36","Vaccination is recommended as the best flu protection, but it’s no silver bullet https://t.co/jrcMnX38sD",FALSE,0,NA,2018-03-08 05:50:07,FALSE,NA,"971624080775446528",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","UVXR",0,FALSE,FALSE,NA,NA
"37","RT @RawStory: Trump's DOJ goes after Wisconsin county for pushing nurse assistant to get flu shot against her 'sincerely held Christian bel…",FALSE,0,NA,2018-03-08 05:50:06,FALSE,NA,"971624077080309760",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RechecktoCheck",35,TRUE,FALSE,NA,NA
"38","@KennedyNation ‘s physician guest says n 3 YRs will hav a universal flu shot which will last10 years&amp;cut almost ALM… https://t.co/dUMi5Byx5W",FALSE,0,"KennedyNation",2018-03-08 05:48:44,TRUE,NA,"971623733881458688","43277789","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GeneDouglas7",0,FALSE,FALSE,NA,NA
"39","@eric_crocker Gotta drink more cognac bro no flu. Great movie, sad someone had to go thru that.",FALSE,0,"eric_crocker",2018-03-08 05:48:37,FALSE,"971615763764207616","971623704265478144","46469082","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SO_DIRECT",0,FALSE,FALSE,NA,NA
"40","RT @shutupmay: BACHELOR SPOILER ALERT: Arie Luyendyk is the sound I make when I have the flu and have puked up everything I ate but am stil…",FALSE,0,NA,2018-03-08 05:48:31,FALSE,NA,"971623676859895808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lllucila",4,TRUE,FALSE,NA,NA
"41","RT @CodyDunia: Is anybody willing to trade they’re Sacramento @nfrealmusic tickets for San Francisco this Friday? My ride got the flu and n…",FALSE,0,NA,2018-03-08 05:47:48,FALSE,NA,"971623498555777025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justathots",3,TRUE,FALSE,NA,NA
"42","RT @LotusOak: #STUDY: #Flu #Vaccine Associated w/ Spontaneous Abortion in #Pregnant Women

https://t.co/94Qe2nKIbR
#VaccineInjury https://t…",FALSE,0,NA,2018-03-08 05:47:36,FALSE,NA,"971623449591537664",NA,"<a href=""http://facebook.com/burnayeva"" rel=""nofollow"">LotusOak</a>","LotusOak",16,TRUE,FALSE,NA,NA
"43","RT @RachelJuly16: Flu shots are proven to cause death every single day. #UnleashTheTwitterTrolls",FALSE,0,NA,2018-03-08 05:47:17,FALSE,NA,"971623367110512640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","klf113",3,TRUE,FALSE,NA,NA
"44","RT @deenie7940: Trump's DOJ goes after Wisconsin county for pushing nurse assistant to get flu shot against her 'sincerely held Christian b…",FALSE,0,NA,2018-03-08 05:47:10,FALSE,NA,"971623337800675328",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DianneBarr8",2,TRUE,FALSE,NA,NA
"45","China Reports Outbreak Of Highly Contagious Bird Flu...""verge of snowballing into a global pandemic."" - https://t.co/8pgTU1o8Aj",FALSE,0,NA,2018-03-08 05:46:53,FALSE,NA,"971623269085433857",NA,"<a href=""http://revolutionradio.org/"" rel=""nofollow"">RevRadiousa</a>","RevRadioUSA",0,FALSE,FALSE,NA,NA
"46","RT @jeffmyers01: #CDC Deadly flu vaccines exposed by missing Atlanta #CDC doctor before coming up missing! Don't take the deadly flu shots!…",FALSE,0,NA,2018-03-08 05:46:03,FALSE,NA,"971623057650585600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eliz850",31,TRUE,FALSE,NA,NA
"47","Vancouver Coastal Health starts its flu shot campaign - British Columbia - CBC News https://t.co/m1NMPdxzuR <U+279C>… https://t.co/dgcQ8BAACI",FALSE,0,NA,2018-03-08 05:45:18,TRUE,NA,"971622868340658178",NA,"<a href=""http://ruebot.net"" rel=""nofollow"">cbc_diff</a>","cbc_diff",0,FALSE,FALSE,NA,NA
"48","Death toll due to flu now stands at 184 in Arkansas https://t.co/OhexnYo3qg https://t.co/s44sxiNL4j",FALSE,0,NA,2018-03-08 05:45:12,FALSE,NA,"971622842549915648",NA,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","4029news",0,FALSE,FALSE,NA,NA
"49","RT @RachelJuly16: Flu shots are proven to cause death every single day. #UnleashTheTwitterTrolls",FALSE,0,NA,2018-03-08 05:44:34,FALSE,NA,"971622682369449984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SinisterEmoji",3,TRUE,FALSE,NA,NA
"50","Been recovering from the flu... Twitter feed isn't very active. TYVM and God Bless!",FALSE,0,NA,2018-03-08 05:44:02,FALSE,NA,"971622550429159424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IMthebanjoboy",0,FALSE,FALSE,NA,NA
"51","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-08 05:43:09,FALSE,NA,"971622329603239936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nginaterry",162,TRUE,FALSE,NA,NA
"52","@COACHJMAC @DLoesch You know, I am pro-choice, but also pro-gun, so even if you leave out the abortions from these… https://t.co/Ly8CqQoJap",FALSE,0,"COACHJMAC",2018-03-08 05:42:54,TRUE,"971541632356102146","971622263488475138","39702595","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","izabellatelenga",0,FALSE,FALSE,NA,NA
"53","This is exactly how little kids get bird flu https://t.co/BtzjT9JuxW",FALSE,0,NA,2018-03-08 05:42:36,FALSE,NA,"971622188846604288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","baumer666666",0,FALSE,FALSE,NA,NA
"54","Flu shots are proven to cause death every single day. #UnleashTheTwitterTrolls",FALSE,10,NA,2018-03-08 05:41:40,FALSE,NA,"971621956478033921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RachelJuly16",3,FALSE,FALSE,NA,NA
"55","RT @DilaraEsengil: Imagine a world where we are free from tyranny, slavery, yearly flu viruses, poisons in our food and water, media lies,…",FALSE,0,NA,2018-03-08 05:41:36,FALSE,NA,"971621939100790784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKultradd",3,TRUE,FALSE,NA,NA
"56","RT @GingerTaylor: The Department of Justice has filed a lawsuit charging that a Wisconsin nursing home’s insistence that all employees get…",FALSE,0,NA,2018-03-08 05:41:11,FALSE,NA,"971621831273795584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hoosiermomy",4,TRUE,FALSE,NA,NA
"57","RT @GezusAdam: Ma’am it’s flu season chill out https://t.co/59Nty8noM5",FALSE,0,NA,2018-03-08 05:41:07,FALSE,NA,"971621815217922050",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","axxyla_",9,TRUE,FALSE,NA,NA
"58","#BlackAmerikkka @WillieDLIVE Covers CDC Doctor, Who Claimed Flu Shot Caused Outbreak, Missing - Feared Dead in… https://t.co/GoWSnMvHOi",FALSE,0,NA,2018-03-08 05:41:05,TRUE,NA,"971621809715113984",NA,"<a href=""https://social.zoho.com"" rel=""nofollow"">ZohoTwitterApp</a>","ApexCotureMag",0,FALSE,FALSE,NA,NA
"59","So Bored of Flu-Like Illness, I Almost Missed Malaria (The Original Kings...) https://t.co/5PNGJh6p5s",FALSE,0,NA,2018-03-08 05:41:03,FALSE,NA,"971621798998691840",NA,"<a href=""http://www.newsblur.com"" rel=""nofollow"">NewsBlur</a>","joewalter9999",0,FALSE,FALSE,NA,NA
"60","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-08 05:40:51,FALSE,NA,"971621747798679552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","byeris_iris",162,TRUE,FALSE,NA,NA
"61","I liked a @YouTube video https://t.co/lKcZbrgJvG AFN Peso “Flu Flamming” Remix (Official Video)",FALSE,0,NA,2018-03-08 05:40:41,FALSE,NA,"971621705113309184",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Xxbexauseisaid",0,FALSE,FALSE,NA,NA
"62","...something? Not really, though I think I've had just about every strain of everything this fall and winter.

Any… https://t.co/HP2Rb1HcS8",FALSE,0,NA,2018-03-08 05:40:07,TRUE,NA,"971621564750934016",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","DartingSparrow",0,FALSE,FALSE,NA,NA
"63","RT @KayaJones: I’m getting to lay in bed and watch movies <ed><U+00A0><U+00BC><ed><U+00BE><U+00A5> flu season sucks! #CrimsonTide back to work tomorrow no matter what so I’m enjo…",FALSE,0,NA,2018-03-08 05:39:57,FALSE,NA,"971621522723844096",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","siminuteman1776",39,TRUE,FALSE,NA,NA
"64","RT @Education4Libs: There are 30,000 gun-related deaths in the USA each year with 60% of them being suicides. Even with those factored in,…",FALSE,0,NA,2018-03-08 05:38:54,FALSE,NA,"971621258491236357",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NikkiNahra",3340,TRUE,FALSE,NA,NA
"65","@ChrisGalipeau Right now depression pushed back by bout of flu. Prefer flu...",FALSE,0,"ChrisGalipeau",2018-03-08 05:37:52,FALSE,"971555709799337987","971620996535996416","805009225","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HarmenStevens",0,FALSE,FALSE,NA,NA
"66","RT @WebMD: Hot chicken soup can improve the way tiny hair-like parts in the passages of your nose protect your body from bacteria and virus…",FALSE,0,NA,2018-03-08 05:37:41,FALSE,NA,"971620950713171968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ChristianCoachT",36,TRUE,FALSE,NA,NA
"67","@AuthorEvaMoore how many Sheila's do you know who have the flu?",FALSE,0,"AuthorEvaMoore",2018-03-08 05:37:40,FALSE,NA,"971620948632834048","2745239154","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sheilathomas751",0,FALSE,FALSE,NA,NA
"68","@SimplyPassioned ""Well I love surfing but usually need to flu back home or out if state for that. I like to cook as… https://t.co/5bisUeDUqN",FALSE,0,"SimplyPassioned",2018-03-08 05:36:49,TRUE,"971620337757585408","971620733607731201","932443024268898304","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AustralianAlpha",0,FALSE,FALSE,NA,NA
"69","RT @CruisinSoozan: This flu is the only thing that’s penetrated my body this year.",FALSE,0,NA,2018-03-08 05:36:09,FALSE,NA,"971620566854594560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bavarian_aenima",58,TRUE,FALSE,NA,NA
"70","The new 'Aussie' flu: Expert warns there’s NOTHING we can do to stop the spread of new influenza pandemic that 'cou… https://t.co/O5PrLqHuSO",FALSE,1,NA,2018-03-08 05:36:01,TRUE,NA,"971620531911974914",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","AupolNews",0,FALSE,FALSE,NA,NA
"71","@Jennie_Agent99 @Methos48970151 @MsMakita @BMartin1776 @dbcpac @ChuckNASCAR @TotesDeplorable @_MoCowBell_… https://t.co/eSMDEky2hy",FALSE,3,"Jennie_Agent99",2018-03-08 05:34:55,TRUE,"971619558984265729","971620257034096640","3472911554","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dilly_bob",0,FALSE,FALSE,NA,NA
"72","It can’t be understood how beat up this flu got me <ed><U+00A0><U+00BD><ed><U+00B8><U+009E>",FALSE,0,NA,2018-03-08 05:33:41,FALSE,NA,"971619944587722752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","destiny__dk",0,FALSE,FALSE,NA,NA
"73","RT @deenie7940: Trump's DOJ goes after Wisconsin county for pushing nurse assistant to get flu shot against her 'sincerely held Christian b…",FALSE,0,NA,2018-03-08 05:33:26,FALSE,NA,"971619883204014080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","WaitLiz",2,TRUE,FALSE,NA,NA
"74","Number of Arizona flu reports steadily dropping after difficult season https://t.co/s1mqnZYoZr | https://t.co/lve1IWyVGi",FALSE,0,NA,2018-03-08 05:32:03,FALSE,NA,"971619532967038977",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","_NASHVEGAS_",0,FALSE,FALSE,NA,NA
"75","Trump's DOJ goes after Wisconsin county for pushing nurse assistant to get flu shot against her 'sincerely held Chr… https://t.co/2w9Whs1smV",FALSE,4,NA,2018-03-08 05:31:34,TRUE,NA,"971619414142570496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deenie7940",2,FALSE,FALSE,NA,NA
"76","Of course I have the flu and can’t work when I was already not getting hours <U+2639><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BD><ed><U+00B8><U+00B7><ed><U+00A0><U+00BE><ed><U+00B4><U+0092>",FALSE,1,NA,2018-03-08 05:30:09,FALSE,NA,"971619058016595968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hctyouknowme",0,FALSE,FALSE,NA,NA
"77","@OregonMBB Man we have to step it up! Vegas flu!? WSU big under dog in the books",FALSE,0,"OregonMBB",2018-03-08 05:30:03,FALSE,"971618860745965568","971619032377036800","57109142","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TylerLOlsen",0,FALSE,FALSE,NA,NA
"78","RT @PeteMick: @Danbalkwill1 @GlennMcmillan14 @kribbypantera @jay_slatter @hooch000 @ChicagoSchlager @D6plus @SusanIverach @bevrobertson3 @M…",FALSE,0,NA,2018-03-08 05:29:06,FALSE,NA,"971618792534142976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JerriLe30672445",3,TRUE,FALSE,NA,NA
"79","RT @CDCFlu: Latest #FluView report shows the number of states with widespread or high #flu activity has dropped, but most states are still…",FALSE,0,NA,2018-03-08 05:28:25,FALSE,NA,"971618619535831040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WVSchoolNurse",30,TRUE,FALSE,NA,NA
"80","RT @CDCgov: Influenza activity has declined significantly, but will likely continue for several more weeks. Help stop the spread of germs a…",FALSE,0,NA,2018-03-08 05:28:20,FALSE,NA,"971618599772311552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kchuk07",162,TRUE,FALSE,NA,NA
"81","I have seen something really weird about that COLD and FLU and it is too PARANORMAL and it is moving very EXTRATERR… https://t.co/jNyXEi7K3v",FALSE,0,NA,2018-03-08 05:27:29,TRUE,NA,"971618386332536832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BlacangelNews",0,FALSE,FALSE,NA,NA
"82","Well that's a cheery thought - Anyway, you are most welcome... Vegemite, Crocodile Dundee and now a killer flu... https://t.co/H2r2vWD0Iy",FALSE,0,NA,2018-03-08 05:27:22,FALSE,NA,"971618357588865024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","IanAndrewAuthor",0,FALSE,FALSE,NA,NA
